edge_idx,relative_position_x,relative_position_y,face_length,length,slope
1678,0.0,25.0,25.0,25.0,0.01625
1679,-25.0,0.0,25.0,25.0,0.16
1680,35.5625,3.03125,35.719234,35.719234,-0.03587003
1681,21.375,17.0,27.3376,27.3376,-0.034293424
1682,7.1875,30.9375,31.784647,31.784647,0.0
1683,-25.0,25.0,35.35534,35.35534,0.015026019
1684,-25.0,0.0,25.0,25.0,0.01875
1685,25.0,0.0,25.0,25.0,-0.025
1686,0.0,25.0,25.0,25.0,0.14125
1687,0.0,25.0,25.0,25.0,0.1625
1688,-25.0,0.0,25.0,25.0,0.0325
1689,-25.9375,-25.65625,36.467136,36.467136,-0.005141616
1690,-11.75,-39.625,41.31943,41.31943,-0.02420169
1691,25.0,-25.0,35.35534,35.35534,-0.12020815
1692,25.0,0.0,25.0,25.0,-0.1325
1693,0.0,25.0,25.0,25.0,-0.00375
1694,-25.0,0.0,25.0,25.0,0.00875
1695,14.1875,-13.96875,19.892694,19.892694,-0.040844142
1696,0.9375,25.65625,25.684624,25.684624,0.015816856
1697,-14.1875,13.9375,19.892694,19.892694,0.02984764
1698,-14.0,-14.28125,20.0,20.0,-0.0171875
1699,-14.0,-14.25,20.0,20.0,-0.0078125
1700,14.1875,-13.9375,19.892694,19.892694,-0.037702285
1701,36.75,14.625,39.527584,39.527584,-0.08222106
1702,14.25,-13.9375,19.96893,19.96893,-0.0046947934
1703,14.0,14.25,20.0,20.0,-0.04375
1704,-14.1875,13.9375,19.892694,19.892694,0.048698783
1705,25.0,25.0,35.35534,35.35534,0.022097087
1706,0.0,25.0,25.0,25.0,0.04125
1707,-25.0,0.0,25.0,25.0,-0.04375
1708,-25.0,0.0,25.0,25.0,0.02375
1709,0.0,25.0,25.0,25.0,0.0225
1710,0.0,25.0,25.0,25.0,0.025
1711,-25.0,0.0,25.0,25.0,0.0125
1712,0.0,25.0,25.0,25.0,-0.03625
1713,-25.0,0.0,25.0,25.0,-0.19125
1714,-25.0,0.0,25.0,25.0,-0.01875
1715,25.0,25.0,35.35534,35.35534,0.06363961
1716,0.0,25.0,25.0,25.0,0.03375
1717,0.0,25.0,25.0,25.0,0.0275
1718,0.0,25.0,25.0,25.0,-0.03
1719,-25.0,0.0,25.0,25.0,-0.175
1720,25.0,25.0,35.35534,35.35534,0.008838835
1721,-16.9375,48.59375,51.470272,51.470272,0.043714553
1722,-29.3125,34.03125,44.906696,44.906696,0.048016228
1723,-27.25,5.875,27.89167,27.89167,0.035853
1724,0.0,25.0,25.0,25.0,-0.01375
1725,-25.0,0.0,25.0,25.0,-0.0675
1726,0.0,25.0,25.0,25.0,0.01875
1727,-25.0,0.0,25.0,25.0,-0.03875
1728,25.0,0.0,25.0,25.0,-0.09625
1729,0.0,25.0,25.0,25.0,0.05375
1730,-25.0,0.0,25.0,25.0,0.01
1731,0.0,25.0,25.0,25.0,0.01375
1732,-25.0,0.0,25.0,25.0,-0.025
1733,14.9375,-13.28125,20.0,20.0,-0.0578125
1734,13.25,14.8125,19.894735,19.894735,0.028273812
1735,-14.8125,19.0,24.082636,24.082636,0.07785692
1736,-13.25,-14.71875,19.79505,19.79505,-0.09314197
1737,13.125,14.65625,19.676622,19.676622,0.026999043
1738,-13.3125,-14.875,19.979185,19.979185,-0.043795582
1739,14.8125,-13.4375,20.001152,20.001152,-0.01093687
1740,14.875,-13.21875,19.89329,19.89329,-0.01099617
1741,12.5625,14.59375,19.270695,19.270695,0.017837966
1742,-14.8125,13.4375,20.0,20.0,0.059375
1743,25.0,0.0,25.0,25.0,0.1225
1744,6.9375,28.28125,29.113861,29.113861,0.24472879
1745,-16.4375,36.1875,39.71961,39.71961,0.14791183
1746,-12.375,-14.5625,19.099104,19.099104,-0.0049086073
1747,41.9375,-23.59375,48.117916,48.117916,-0.04026567
1748,41.9375,1.40625,41.95249,41.95249,-0.031285387
1749,12.375,14.5625,19.099104,19.099104,-0.0016362024
1750,-15.25,12.9375,20.0,20.0,0.01875
1751,-15.25,12.9375,20.0,20.0,0.01875
1752,-12.9375,-14.875,19.721819,19.721819,-0.009507236
1753,2.0625,-28.15625,28.244125,28.244125,-0.040937718
1754,30.25,13.25,33.029526,33.029526,0.20625485
1755,5.3125,20.28125,20.988543,20.988543,0.26204774
1756,-18.0625,28.28125,33.535404,33.535404,0.12114063
1757,-25.0,0.0,25.0,25.0,0.07375
1758,-1.75,-34.90625,34.95766,34.95766,-0.09654537
1759,13.25,-21.8125,25.542425,25.542425,-0.11500474
1760,26.5625,-8.71875,27.98959,27.98959,-0.0748046
1761,25.0,25.0,35.35534,35.35534,0.045961943
1762,0.0,25.0,25.0,25.0,0.085
1763,0.0,25.0,25.0,25.0,0.055
1764,-25.0,0.0,25.0,25.0,0.18
1765,25.0,0.0,25.0,25.0,-0.0025
1766,0.0,25.0,25.0,25.0,0.22375
1767,0.0,25.0,25.0,25.0,0.1275
1768,-25.0,0.0,25.0,25.0,0.04875
1769,0.0,25.0,25.0,25.0,0.12125
1770,-18.0,10.25,20.720284,20.720284,0.13573655
1771,0.0,25.0,25.0,25.0,0.065
1772,0.0,25.0,25.0,25.0,0.11375
1773,-25.0,0.0,25.0,25.0,0.01
1774,-27.3125,-30.90625,41.24697,41.24697,0.04924604
1775,-8.4375,-40.125,41.004562,41.004562,0.105171226
1776,25.0,-25.0,35.35534,35.35534,0.15733126
1777,25.0,0.0,25.0,25.0,0.1975
1778,0.0,25.0,25.0,25.0,-0.105
1779,-25.0,0.0,25.0,25.0,-0.18875
1780,18.875,-9.21875,20.987211,20.987211,0.108697146
1781,2.3125,30.90625,31.003489,31.003489,-0.21771744
1782,-24.0625,12.21875,26.980183,26.980183,-0.13319962
1783,-13.875,-20.8125,25.0,25.0,-0.07875
1784,-8.0,-23.6875,25.0,25.0,-0.2425
1785,23.4375,-7.9375,24.776537,24.776537,-0.026486753
1786,33.4375,15.125,36.704277,36.704277,0.034055978
1787,0.0,25.0,25.0,25.0,0.10875
1788,-10.0,-23.0625,25.131197,25.131197,-0.07585194
1789,13.4375,-31.03125,33.82225,33.82225,-0.0036957918
1790,25.0,0.0,25.0,25.0,0.1075
1791,0.0,25.0,25.0,25.0,-0.025
1792,33.5625,11.1875,35.407677,35.407677,0.12179562
1793,8.8125,23.28125,24.895815,24.895815,0.24602528
1794,-10.0,32.84375,34.344067,34.344067,0.13466665
1795,-25.0,0.0,25.0,25.0,-0.02625
1796,15.0,32.84375,36.116776,36.116776,0.14622706
1797,-4.0,36.03125,36.250828,36.250828,0.03879222
1798,-25.0,0.0,25.0,25.0,-0.01875
1799,25.0,0.0,25.0,25.0,-0.005
1800,22.625,27.625,35.7063,35.7063,0.12165221
1801,-2.9375,28.53125,28.69363,28.69363,0.20474927
1802,-25.0,0.0,25.0,25.0,0.0525
1803,-1.3125,33.75,33.77784,33.77784,0.26737204
1804,-25.0,0.0,25.0,25.0,0.00125
1805,22.0625,28.53125,36.08701,36.08701,0.12643054
1806,-3.6875,31.78125,32.00518,32.00518,0.12205055
1807,-25.0,0.0,25.0,25.0,0.00875
1808,-1.0,29.59375,29.624342,29.624342,0.22996292
1809,-25.0,0.0,25.0,25.0,0.01125
1810,-2.375,27.625,27.73647,27.73647,0.1611146
1811,-25.0,0.0,25.0,25.0,-0.01
1812,25.0,0.0,25.0,25.0,0.01625
1813,21.9375,36.1875,42.340942,42.340942,0.1335882
1814,-2.8125,41.375,41.460052,41.460052,0.15225498
1815,-25.0,25.0,35.35534,35.35534,0.10606602
1816,0.0,25.0,25.0,25.0,0.16
1817,-25.0,0.0,25.0,25.0,-0.005
1818,0.0,25.0,25.0,25.0,0.11125
1819,-25.0,0.0,25.0,25.0,0.0375
1820,0.0,25.0,25.0,25.0,0.1325
1821,-25.0,0.0,25.0,25.0,-0.005
1822,-25.0,0.0,25.0,25.0,0.03875
1823,0.0,25.0,25.0,25.0,0.105
1824,0.0,25.0,25.0,25.0,0.145
1825,25.0,0.0,25.0,25.0,-0.145
1826,0.0,25.0,25.0,25.0,0.0275
1827,0.0,25.0,25.0,25.0,-0.03
1828,-25.0,0.0,25.0,25.0,0.15
1829,0.0,25.0,25.0,25.0,-0.09375
1830,0.0,25.0,25.0,25.0,0.13
1831,-25.0,0.0,25.0,25.0,0.02375
1832,-25.0,0.0,25.0,25.0,0.015
1833,0.0,25.0,25.0,25.0,0.1175
1834,0.0,25.0,25.0,25.0,0.1025
1835,-25.0,0.0,25.0,25.0,0.075
1836,-25.0,0.0,25.0,25.0,0.07
1837,25.0,0.0,25.0,25.0,0.0025
1838,0.0,25.0,25.0,25.0,-0.0225
1839,0.0,25.0,25.0,25.0,0.0375
1840,-22.5625,-28.5625,36.396862,36.396862,0.068687245
1841,-8.375,-42.53125,43.34134,43.34134,0.046145324
1842,-25.0,0.0,25.0,25.0,0.11375
1843,0.0,25.0,25.0,25.0,0.0775
1844,0.0,25.0,25.0,25.0,0.03875
1845,-25.0,0.0,25.0,25.0,0.08625
1846,32.1875,5.9375,32.775745,32.775745,-0.016208632
1847,18.0625,19.90625,26.870564,26.870564,0.016281758
1848,3.875,33.84375,34.07702,34.07702,0.013755605
1849,-25.0,25.0,35.35534,35.35534,0.043310292
1850,-25.0,0.0,25.0,25.0,0.07875
1851,25.0,0.0,25.0,25.0,-0.03125
1852,4.1875,33.4375,33.695694,33.695694,0.14560466
1853,-20.5625,32.9375,38.803448,38.803448,0.13127056
1854,4.4375,32.9375,33.224617,33.224617,0.09405676
1855,-20.25,32.40625,38.217827,38.217827,0.11692841
1856,-25.0,0.0,25.0,25.0,0.02125
1857,13.9375,14.34375,20.0,20.0,-0.0546875
1858,0.0,25.0,25.0,25.0,0.01
1859,-25.0,25.0,35.35534,35.35534,0.011490486
1860,-29.25,2.25,29.346552,29.346552,0.020232359
1861,-15.125,-11.71875,19.098186,19.098186,0.009817686
1862,-50.0,0.0,50.0,50.0,-0.156875
1863,-25.0,0.0,25.0,25.0,0.00625
1864,0.0,25.0,25.0,25.0,0.02
1865,0.0,25.0,25.0,25.0,0.02125
1866,-25.0,0.0,25.0,25.0,0.02625
1867,0.0,25.0,25.0,25.0,-0.04125
1868,-25.0,0.0,25.0,25.0,-0.15625
1869,-25.0,0.0,25.0,25.0,-0.05625
1870,25.0,25.0,35.35534,35.35534,0.114020966
1871,0.0,25.0,25.0,25.0,0.08375
1872,0.0,25.0,25.0,25.0,0.0325
1873,-25.0,0.0,25.0,25.0,-0.025
1874,0.0,25.0,25.0,25.0,0.015
1875,-25.0,0.0,25.0,25.0,-0.05375
1876,0.0,25.0,25.0,25.0,-0.06625
1877,-25.0,0.0,25.0,25.0,-0.185
1878,0.0,25.0,25.0,25.0,-0.00625
1879,0.0,25.0,25.0,25.0,0.025
1880,0.0,25.0,25.0,25.0,-0.0425
1881,-25.0,0.0,25.0,25.0,-0.15875
1882,0.0,25.0,25.0,25.0,-0.0075
1883,-25.0,0.0,25.0,25.0,-0.035
1884,25.0,0.0,25.0,25.0,-0.04375
1885,0.0,25.0,25.0,25.0,0.0825
1886,-25.0,0.0,25.0,25.0,0.095
1887,0.0,25.0,25.0,25.0,-0.005
1888,-25.0,0.0,25.0,25.0,-0.04375
1889,25.0,0.0,25.0,25.0,-0.03
1890,25.0,25.0,35.35534,35.35534,-0.0035355338
1891,-17.25,27.71875,32.642067,32.642067,0.028720608
1892,-29.5625,13.15625,32.372555,32.372555,0.039578278
1893,25.0,0.0,25.0,25.0,-0.0075
1894,0.0,25.0,25.0,25.0,0.025
1895,-25.0,0.0,25.0,25.0,0.16125
1896,25.0,0.0,25.0,25.0,-0.02125
1897,0.0,25.0,25.0,25.0,0.16375
1898,0.0,25.0,25.0,25.0,0.09875
1899,-25.0,0.0,25.0,25.0,0.08375
1900,25.0,0.0,25.0,25.0,-0.02
1901,0.0,25.0,25.0,25.0,0.0775
1902,0.0,25.0,25.0,25.0,0.035
1903,5.5,24.40625,25.0,25.0,0.16625
1904,-24.9375,7.03125,25.871489,25.871489,-0.05073152
1905,0.0,25.0,25.0,25.0,0.11375
1906,-25.0,0.0,25.0,25.0,0.0425
1907,-25.0,0.0,25.0,25.0,0.02625
1908,25.0,0.0,25.0,25.0,-0.09875
1909,0.0,25.0,25.0,25.0,0.02
1910,0.0,25.0,25.0,25.0,0.02625
1911,-25.0,0.0,25.0,25.0,0.015
1912,0.0,-25.0,25.0,25.0,-0.0975
1913,-25.0,0.0,25.0,25.0,0.04625
1914,-18.0,-14.75,23.266064,23.266064,-0.009402106
1915,21.3125,31.78125,38.268635,38.268635,0.096358284
1916,-3.0625,36.1875,36.31619,36.31619,0.14456363
1917,0.0,25.0,25.0,25.0,0.06625
1918,-25.0,25.0,35.35534,35.35534,0.023864854
1919,7.0,-14.75,16.316694,16.316694,-0.08426952
1920,-25.0,0.0,25.0,25.0,-0.0325
1921,0.0,25.0,25.0,25.0,0.02625
1922,0.0,25.0,25.0,25.0,0.03
1923,-25.0,0.0,25.0,25.0,-0.0325
1924,-14.25,-37.34375,39.981762,39.981762,-0.06643654
1925,-11.5625,-31.03125,33.13193,33.13193,-0.0848879
1926,10.75,-37.34375,38.875435,38.875435,-0.047427125
1927,0.0,25.0,25.0,25.0,0.01625
1928,-23.4375,7.96875,24.719944,24.719944,-0.0720572
1929,-8.125,-23.6875,25.0,25.0,-0.18
1930,22.3125,-6.3125,23.206257,23.206257,0.04174521
1931,25.0,0.0,25.0,25.0,0.14875
1932,0.0,25.0,25.0,25.0,-0.0525
1933,-2.375,-22.375,22.493532,22.493532,0.29036126
1934,20.25,-20.6875,28.958075,28.958075,0.26762828
1935,25.0,0.0,25.0,25.0,0.02625
1936,0.0,25.0,25.0,25.0,-0.02
1937,-25.0,0.0,25.0,25.0,0.0175
1938,22.625,1.6875,22.73012,22.73012,0.053618282
1939,-22.625,22.375,31.805454,31.805454,-0.1915945
1940,-23.75,0.84375,23.763681,23.763681,-0.022355543
1941,0.0,-25.0,25.0,25.0,-0.0275
1942,3.75,-24.71875,25.0,25.0,0.00625
1943,23.9375,4.03125,24.24329,24.24329,-0.08378607
1944,4.75,20.6875,21.203772,21.203772,-0.33455133
1945,19.1875,-16.65625,25.41316,25.41316,0.19920781
1946,25.0,25.0,35.35534,35.35534,-0.048613593
1947,0.0,25.0,25.0,25.0,-0.05625
1948,-5.75,-24.3125,25.0,25.0,0.03
1949,23.5,-4.90625,24.00377,24.00377,-0.03384885
1950,22.0625,34.3125,40.79475,40.79475,-0.1715907
1951,-2.9375,34.3125,34.4332,34.4332,-0.16063713
1952,-22.1875,6.65625,23.149282,23.149282,0.051297486
1953,24.75,-5.1875,25.339838,25.339838,-0.025897956
1954,-25.0625,7.5,26.124487,26.124487,0.0562212
1955,-22.1875,-16.375,27.556217,27.556217,-0.09299172
1956,24.375,-4.40625,24.719944,24.719944,-0.06320807
1957,4.5,24.59375,25.0,25.0,-0.03625
1958,-25.0,0.0,25.0,25.0,0.05875
1959,1.4375,-39.21875,39.234814,39.234814,0.15770434
1960,25.0,0.0,25.0,25.0,-0.0225
1961,0.0,25.0,25.0,25.0,-0.0025
1962,0.0,25.0,25.0,25.0,-0.005
1963,-25.0,0.0,25.0,25.0,0.095
1964,-19.25,-27.65625,33.68104,33.68104,0.19948167
1965,-25.0,0.0,25.0,25.0,-0.05375
1966,-2.875,23.875,24.052843,24.052843,0.16759974
1967,22.125,23.875,32.57588,32.57588,0.16499938
1968,-0.1875,30.96875,30.957954,30.957954,0.17160371
1969,-25.0,0.0,25.0,25.0,0.0
1970,25.0,0.0,25.0,25.0,-0.01125
1971,0.0,25.0,25.0,25.0,0.1175
1972,0.0,25.0,25.0,25.0,0.105
1973,-25.0,0.0,25.0,25.0,0.05
1974,25.0,0.0,25.0,25.0,-0.075
1975,0.0,25.0,25.0,25.0,0.05375
1976,-25.0,0.0,25.0,25.0,0.0925
1977,25.0,0.0,25.0,25.0,-0.03375
1978,0.0,25.0,25.0,25.0,-0.045
1979,4.75,32.40625,32.757263,32.757263,0.120202355
1980,-20.0,31.90625,37.63223,37.63223,0.1453209
1981,-25.0,0.0,25.0,25.0,0.04
1982,0.0,25.0,25.0,25.0,0.045
1983,-25.0,0.0,25.0,25.0,0.26625
1984,0.0,25.0,25.0,25.0,-0.09375
1985,5.0,31.90625,32.29379,32.29379,0.138378
1986,-19.6875,31.375,37.046658,37.046658,0.112189606
1987,-25.0,0.0,25.0,25.0,0.0025
1988,5.3125,31.375,31.83437,31.83437,0.1285953
1989,-19.4375,30.875,36.46111,36.46111,0.12684749
1990,-25.0,0.0,25.0,25.0,-0.0075
1991,5.5625,30.875,31.37918,31.37918,0.15336601
1992,-19.125,30.375,35.875587,35.875587,0.13240202
1993,-25.0,25.0,35.35534,35.35534,0.09104
1994,0.0,25.0,25.0,25.0,0.09125
1995,25.0,0.0,25.0,25.0,-0.13
1996,0.0,25.0,25.0,25.0,-0.00875
1997,25.0,0.0,25.0,25.0,-0.07625
1998,0.0,25.0,25.0,25.0,0.0275
1999,-25.0,0.0,25.0,25.0,0.04875
2000,0.0,-25.0,25.0,25.0,0.01
2001,0.0,-25.0,25.0,25.0,-0.04125
2002,25.0,0.0,25.0,25.0,-0.08
2003,0.0,25.0,25.0,25.0,0.0575
2004,25.0,0.0,25.0,25.0,-0.04625
2005,0.0,25.0,25.0,25.0,0.02875
2006,-25.0,0.0,25.0,25.0,0.05375
2007,28.875,8.84375,30.200474,30.200474,-0.035181567
2008,14.6875,22.8125,27.131956,27.131956,-0.011517784
2009,0.5,36.75,36.764874,36.764874,0.009349957
2010,-25.0,25.0,35.35534,35.35534,0.031819806
2011,25.0,0.0,25.0,25.0,-0.1275
2012,-25.0,0.0,25.0,25.0,0.0825
2013,14.0,14.28125,20.0,20.0,-0.065625
2014,-14.1875,13.96875,19.892694,19.892694,0.014138357
2015,-14.1875,13.96875,19.892694,19.892694,0.017280214
2016,14.1875,-13.9375,19.892694,19.892694,-0.05341157
2017,14.0625,14.28125,20.0,20.0,-0.06875
2018,14.0625,14.25,20.0,20.0,-0.04375
2019,-14.1875,13.9375,19.892694,19.892694,0.047127854
2020,25.0,0.0,25.0,25.0,0.075
2021,0.0,25.0,25.0,25.0,-0.0325
2022,-25.0,0.0,25.0,25.0,-0.10875
2023,25.0,0.0,25.0,25.0,0.0425
2024,0.0,25.0,25.0,25.0,-0.00875
2025,-25.0,0.0,25.0,25.0,-0.01875
2026,0.0,25.0,25.0,25.0,0.0175
2027,0.0,25.0,25.0,25.0,0.0125
2028,-25.0,0.0,25.0,25.0,-0.0775
2029,25.0,0.0,25.0,25.0,-0.00625
2030,0.0,25.0,25.0,25.0,-0.02
2031,0.0,25.0,25.0,25.0,-0.00375
2032,-25.0,0.0,25.0,25.0,-0.1075
2033,0.0,25.0,25.0,25.0,0.06875
2034,0.0,25.0,25.0,25.0,-0.0525
2035,-25.0,0.0,25.0,25.0,-0.10625
2036,0.0,25.0,25.0,25.0,0.0275
2037,0.0,25.0,25.0,25.0,-0.075
2038,-25.0,0.0,25.0,25.0,-0.18125
2039,25.0,0.0,25.0,25.0,0.16125
2040,0.0,25.0,25.0,25.0,-0.0625
2041,-25.0,0.0,25.0,25.0,-0.12375
2042,-15.0,13.28125,20.0,20.0,0.0484375
2043,-13.25,-14.875,19.892694,19.892694,-0.012567428
2044,0.0,25.0,25.0,25.0,-0.0225
2045,-25.0,0.0,25.0,25.0,-0.0325
2046,25.0,25.0,35.35534,35.35534,0.029168155
2047,0.0,25.0,25.0,25.0,0.07
2048,1.5625,-33.71875,33.768394,33.768394,-0.11012517
2049,28.0625,-4.1875,28.411497,28.411497,-0.04619609
2050,-25.0,0.0,25.0,25.0,0.02875
2051,3.0625,-29.1875,29.35486,29.35486,-0.07984197
2052,30.4375,-28.03125,41.388508,41.388508,-0.07701413
2053,32.6875,8.5,33.79864,33.79864,-0.071193695
2054,18.6875,22.65625,29.394999,29.394999,-0.034019392
2055,4.8125,36.90625,37.22385,37.22385,-0.0016790311
2056,-25.0,25.0,35.35534,35.35534,0.06187184
2057,0.0,25.0,25.0,25.0,0.05875
2058,-25.0,0.0,25.0,25.0,0.0275
2059,0.0,25.0,25.0,25.0,0.005
2060,-25.0,0.0,25.0,25.0,-0.02125
2061,-25.0,0.0,25.0,25.0,-0.02375
2062,0.0,25.0,25.0,25.0,0.005
2063,0.0,25.0,25.0,25.0,0.005
2064,-25.0,0.0,25.0,25.0,0.02
2065,-12.375,-14.5625,19.099104,19.099104,-0.0049086073
2066,12.375,14.5625,19.099104,19.099104,0.008181012
2067,-10.125,21.96875,24.172176,24.172176,0.02844179
2068,2.25,36.53125,36.58924,36.58924,0.021351906
2069,-27.375,-1.15625,27.38819,27.38819,0.030807074
2070,-25.0,0.0,25.0,25.0,0.15
2071,25.0,0.0,25.0,25.0,-0.0475
2072,0.0,25.0,25.0,25.0,-0.00625
2073,0.0,25.0,25.0,25.0,-0.12
2074,-25.0,0.0,25.0,25.0,0.09625
2075,0.0,25.0,25.0,25.0,0.0375
2076,-25.0,0.0,25.0,25.0,0.04875
2077,0.0,25.0,25.0,25.0,0.02
2078,-25.0,0.0,25.0,25.0,0.0125
2079,-5.8125,-41.65625,42.065228,42.065228,0.16120797
2080,20.5,-38.96875,44.052505,44.052505,0.169542
2081,25.0,0.0,25.0,25.0,0.01375
2082,0.0,25.0,25.0,25.0,0.00875
2083,0.0,25.0,25.0,25.0,-0.00125
2084,-25.0,0.0,25.0,25.0,0.01
2085,-24.75,-0.5,24.719944,24.719944,-0.036660682
2086,0.5,-25.0,25.0,25.0,-0.20125
2087,24.6875,0.53125,24.719944,24.719944,-0.018962422
2088,20.1875,43.625,48.068314,48.068314,0.14367573
2089,-4.8125,43.625,43.882046,43.882046,0.15310931
2090,-29.8125,18.625,35.13938,35.13938,0.03646194
2091,0.5,-25.0,25.0,25.0,-0.14375
2092,-5.0625,19.125,19.795525,19.795525,0.110504776
2093,-24.6875,-0.53125,24.719944,24.719944,0.0075849686
2094,-24.6875,-0.5,24.719944,24.719944,-0.0025283229
2095,24.75,0.5,24.719944,24.719944,-0.021490745
2096,24.3125,-4.40625,24.719944,24.719944,-0.040453166
2097,23.5625,39.21875,45.749596,45.749596,-0.14754228
2098,0.0,25.0,25.0,25.0,-0.02
2099,-25.0,25.0,35.35534,35.35534,0.005303301
2100,-24.25,-18.625,30.564949,30.564949,0.19425847
2101,-1.125,-21.53125,21.549212,21.549212,0.25813007
2102,25.0,0.0,25.0,25.0,-0.0175
2103,0.0,25.0,25.0,25.0,-0.00875
2104,-25.0,0.0,25.0,25.0,0.0275
2105,25.0,25.0,35.35534,35.35534,0.15379572
2106,0.0,25.0,25.0,25.0,0.19125
2107,-25.0,0.0,25.0,25.0,0.01125
2108,-19.625,-19.65625,27.7687,27.7687,-0.07202354
2109,25.0,0.0,25.0,25.0,-0.06
2110,0.0,25.0,25.0,25.0,0.0375
2111,0.0,-25.0,25.0,25.0,-0.0775
2112,25.0,0.0,25.0,25.0,-0.0125
2113,0.0,25.0,25.0,25.0,0.0975
2114,25.0,0.0,25.0,25.0,0.0
2115,0.0,25.0,25.0,25.0,0.09
2116,-25.0,0.0,25.0,25.0,0.0375
2117,25.0,0.0,25.0,25.0,-0.02
2118,0.0,25.0,25.0,25.0,-0.0075
2119,0.0,-25.0,25.0,25.0,-0.10625
2120,5.375,-19.65625,20.364384,20.364384,-0.11202156
2121,0.0,25.0,25.0,25.0,0.18625
2122,-25.0,0.0,25.0,25.0,-0.005
2123,5.375,5.34375,7.586649,7.586649,0.049428936
2124,-25.0,0.0,25.0,25.0,-0.04
2125,0.0,-25.0,25.0,25.0,-0.2
2126,5.875,-19.625,20.501987,20.501987,-0.16919093
2127,25.0,0.0,25.0,25.0,0.0125
2128,0.0,25.0,25.0,25.0,0.1725
2129,-25.0,0.0,25.0,25.0,0.03625
2130,5.875,5.375,7.9654837,7.9654837,0.19223566
2131,0.0,25.0,25.0,25.0,-0.04375
2132,0.0,25.0,25.0,25.0,0.0325
2133,-25.0,0.0,25.0,25.0,0.05625
2134,0.0,25.0,25.0,25.0,0.1025
2135,-25.0,0.0,25.0,25.0,0.0375
2136,-14.125,13.96875,19.892694,19.892694,0.048698783
2137,14.0625,14.28125,20.0,20.0,-0.065625
2138,14.0,14.25,20.0,20.0,-0.0625
2139,-14.1875,13.9375,19.892694,19.892694,0.0015709285
2140,25.0,0.0,25.0,25.0,-0.1375
2141,0.0,25.0,25.0,25.0,-0.0075
2142,-25.0,0.0,25.0,25.0,0.0225
2143,25.5,11.75,28.094852,28.094852,-0.027807586
2144,11.3125,25.71875,28.10146,28.10146,-0.011120419
2145,-25.0,25.0,35.35534,35.35534,0.023864854
2146,0.0,25.0,25.0,25.0,-0.0025
2147,-25.0,0.0,25.0,25.0,0.12875
2148,14.1875,-13.9375,19.892694,19.892694,-0.0329895
2149,14.0,14.25,20.0,20.0,-0.0453125
2150,-14.1875,13.96875,19.892694,19.892694,0.023563927
2151,-25.0,0.0,25.0,25.0,0.00625
2152,0.0,25.0,25.0,25.0,-0.00875
2153,0.0,25.0,25.0,25.0,0.0075
2154,-25.0,25.0,35.35534,35.35534,0.079549514
2155,-18.4375,-8.8125,20.437277,20.437277,0.0535174
2156,-4.25,-22.75,23.159115,23.159115,0.008096164
2157,25.0,0.0,25.0,25.0,0.07625
2158,0.0,25.0,25.0,25.0,0.0
2159,-25.0,0.0,25.0,25.0,-0.07875
2160,25.0,0.0,25.0,25.0,0.0825
2161,0.0,25.0,25.0,25.0,0.07625
2162,-25.0,0.0,25.0,25.0,-0.06125
2163,-25.0,0.0,25.0,25.0,0.01
2164,25.0,25.0,35.35534,35.35534,-0.021213204
2165,0.0,25.0,25.0,25.0,0.00375
2166,0.0,25.0,25.0,25.0,-0.00125
2167,0.0,25.0,25.0,25.0,-0.06625
2168,0.0,25.0,25.0,25.0,0.03875
2169,0.0,25.0,25.0,25.0,0.06375
2170,25.0,0.0,25.0,25.0,0.09875
2171,0.0,25.0,25.0,25.0,-0.06625
2172,-25.0,0.0,25.0,25.0,-0.12875
2173,0.0,25.0,25.0,25.0,-0.0325
2174,25.0,25.0,35.35534,35.35534,-0.010606602
2175,-17.5,31.84375,36.350548,36.350548,0.005158107
2176,-29.875,17.28125,34.507008,34.507008,0.020829102
2177,0.0,25.0,25.0,25.0,0.14875
2178,-25.0,0.0,25.0,25.0,0.1175
2179,0.0,-25.0,25.0,25.0,0.055
2180,25.0,0.0,25.0,25.0,0.00875
2181,-25.0,0.0,25.0,25.0,0.0725
2182,25.0,-25.0,35.35534,35.35534,-0.09899495
2183,39.5625,7.40625,40.239815,40.239815,-0.07299984
2184,27.25,23.09375,35.743366,35.743366,-0.03759439
2185,0.0,25.0,25.0,25.0,0.02875
2186,0.0,25.0,25.0,25.0,0.10375
2187,-25.0,0.0,25.0,25.0,0.16625
2188,0.0,-25.0,25.0,25.0,-0.10375
2189,0.0,25.0,25.0,25.0,-0.08375
2190,-25.0,0.0,25.0,25.0,-0.12875
2191,25.0,0.0,25.0,25.0,0.1725
2192,0.0,25.0,25.0,25.0,-0.06375
2193,-25.0,0.0,25.0,25.0,-0.1575
2194,0.0,25.0,25.0,25.0,-0.02875
2195,-25.0,0.0,25.0,25.0,-0.08375
2196,0.0,25.0,25.0,25.0,-0.00875
2197,-25.0,0.0,25.0,25.0,-0.005
2198,-25.0,0.0,25.0,25.0,-0.02125
2199,0.0,25.0,25.0,25.0,-0.0275
2200,0.0,25.0,25.0,25.0,-0.01875
2201,-25.0,0.0,25.0,25.0,-0.02375
2202,25.0,0.0,25.0,25.0,-0.00625
2203,0.0,25.0,25.0,25.0,-0.015
2204,-25.0,0.0,25.0,25.0,0.03125
2205,0.0,25.0,25.0,25.0,0.11625
2206,29.8125,11.90625,32.091984,32.091984,-0.07011096
