node_idx,position_x,position_y,area,roughness,min_elevation,elevation,aspect,curvature,flow_accumulation
1069,803601.56,349657.44,625.0,0.06,324.38303,327.53125,14.0520935,0.00023346073,3.0
1070,803626.56,349657.44,625.0,0.06,324.4699,326.78125,320.8974,0.00024953388,1.0
1071,803651.56,349657.44,625.0,0.06,327.20215,328.1875,296.3659,2.4899105e-06,1.0
1072,803676.56,349657.44,625.0,0.06,328.418,329.59375,285.32196,1.064522e-05,1.0
1073,803701.56,349657.44,625.0,0.06,330.37247,333.25,276.51923,0.00067842565,1.0
1074,803726.56,349657.44,625.0,0.1,333.22723,333.59375,347.86353,3.2172059e-06,4.0
1075,803751.56,349657.44,625.0,0.06,333.31287,333.71875,124.336784,2.5731451e-06,1.0
1076,803776.56,349657.44,625.0,0.06,333.31308,334.1875,297.41428,4.784999e-06,1.0
1077,803801.56,349657.44,625.0,0.06,334.4098,335.09375,295.0591,1.1929886e-05,3.0
1078,803826.56,349657.44,625.0,0.06,335.2194,335.3125,172.17188,1.6249827e-05,2.0
1079,803851.56,349657.44,619.05396,0.06,335.33832,335.78125,247.16635,1.3587756e-06,1.0
1080,801976.56,349632.44,804.0722,0.06,337.101,337.9375,147.70403,1.3680661e-05,1.0
1081,802001.56,349632.44,625.0,0.06,336.1999,336.84375,131.81725,2.946206e-05,1.0
1082,802026.56,349632.44,625.0,0.06,336.34964,336.6875,237.83691,1.7594662e-05,3.0
1083,802051.56,349632.44,625.0,0.06,336.12805,336.96875,222.68628,0.00012203496,3.0
1084,802076.56,349632.44,625.0,0.06,335.62512,336.0625,106.298035,4.212318e-05,9.0
1085,802101.56,349632.44,625.0,0.1,334.1131,335.15625,91.488846,2.055634e-05,1.0
1086,802126.56,349632.44,625.0,0.1,331.89474,332.96875,103.22274,1.8153678e-06,1.0
1087,802151.56,349632.44,625.0,0.06,328.39258,330.125,93.97457,0.00012111543,2.0
1088,802176.56,349632.44,625.0,0.06,325.23566,327.125,119.01876,0.00034419194,1.0
1089,802201.56,349632.44,625.0,0.06,322.89355,326.0625,146.30109,8.320048e-05,1.0
1090,802226.56,349632.44,625.0,0.06,321.08365,323.28125,149.60002,1.3733942e-05,1.0
1091,802251.56,349632.44,625.0,0.06,319.15247,321.53125,155.42735,3.0230267e-05,1.0
1092,802276.56,349632.44,625.0,0.06,316.6428,318.875,111.351685,7.458596e-05,3.0
1093,802301.56,349632.44,625.0,0.06,311.1818,314.75,72.991165,3.093943e-05,1.0
1094,802326.56,349632.44,625.0,0.06,305.70428,309.15625,43.182972,5.9549555e-05,1.0
1095,802351.56,349632.44,625.0,0.06,305.03406,305.375,44.3338,0.0003908821,1.0
1096,802376.56,349632.44,625.0,0.06,303.54187,304.5,119.53107,1.265336e-08,1.0
1097,802401.56,349632.44,729.5682,0.06,302.473,303.09375,90.0,9.12832e-30,1.0
1098,802501.56,349632.44,753.04706,0.06,301.42438,303.21875,128.55911,3.2283872e-06,1.0
1099,802526.56,349632.44,625.0,0.06,304.5178,307.96875,271.8438,2.5998477e-05,1.0
1100,802551.56,349632.44,625.0,0.06,309.5121,312.375,284.0918,3.3183114e-05,1.0
1101,802576.56,349632.44,625.0,0.06,314.3634,317.375,46.249676,0.00011933744,1.0
1102,802601.56,349632.44,625.0,0.06,317.03406,317.40625,329.74286,9.289604e-05,4.0
1103,802626.56,349632.44,744.16125,0.1,316.47452,317.875,9.686902,0.00011463775,1.0
1104,802776.56,349632.44,776.9787,0.06,320.40894,321.0625,313.38907,8.477038e-06,1.0
1105,802801.56,349632.44,625.0,0.06,320.99936,321.125,223.10545,3.636663e-06,2.0
1106,802826.56,349632.44,625.0,0.1,320.97153,321.28125,175.55623,4.901262e-06,2.0
1107,802851.56,349632.44,625.0,0.1,320.5825,320.9375,105.97878,1.4521853e-05,1.0
1108,802876.56,349632.44,625.0,0.06,318.9008,320.0625,91.3764,1.890133e-06,1.0
1109,802901.56,349632.44,625.0,0.06,315.88977,317.78125,112.588844,2.1028209e-05,1.0
1110,802926.56,349632.44,625.0,0.06,309.0184,312.5,80.194244,6.1034516e-05,1.0
1111,802951.56,349632.44,625.0,0.06,306.85233,307.78125,90.0,2.6654693e-29,1.0
1112,802976.56,349632.44,625.0,0.06,305.57526,306.25,90.0,2.6654693e-29,1.0
1113,803001.56,349632.44,625.0,0.06,303.6255,305.125,57.765118,2.39104e-13,2.0
1114,803026.56,349632.44,625.0,0.06,302.12076,302.875,4.5563583,2.104683e-15,1.0
1115,803051.56,349632.44,625.0,0.06,301.6559,301.84375,311.87787,2.2643883e-14,1.0
1116,803076.56,349632.44,625.0,0.06,301.56186,301.75,58.399258,8.848144e-14,3.0
1117,803101.56,349632.44,625.0,0.06,301.56186,301.6875,34.455242,1.1879453e-14,1.0
1118,803126.56,349632.44,625.0,0.06,301.66766,301.875,37.290108,5.6643695e-14,1.0
1119,803151.56,349632.44,625.0,0.06,301.90378,302.28125,5.058452,4.3576825e-15,1.0
1120,803176.56,349632.44,625.0,0.06,302.49292,303.09375,23.962488,3.8933107e-14,1.0
1121,803201.56,349632.44,625.0,0.06,303.3031,303.75,270.0,2.6654693e-29,1.0
1122,803226.56,349632.44,625.0,0.06,304.75928,305.75,266.0679,2.1046827e-15,1.0
1123,803251.56,349632.44,625.0,0.06,305.9638,307.71875,270.0,3.6513278e-31,1.0
1124,803276.56,349632.44,625.0,0.06,308.0997,310.0625,284.50833,0.00019472896,1.0
1125,803301.56,349632.44,625.0,0.06,311.03018,313.59375,276.88895,5.140625e-05,1.0
1126,803326.56,349632.44,625.0,0.06,316.02252,321.0,270.2285,9.583229e-06,1.0
1127,803351.56,349632.44,625.0,0.06,324.30637,326.71875,272.43192,0.00010907946,1.0
1128,803376.56,349632.44,625.0,0.1,327.375,327.40625,45.001606,1.9171972e-07,3.0
1129,803401.56,349632.44,625.0,0.1,327.33817,327.34375,21.916456,5.782944e-07,1.0
1130,803426.56,349632.44,625.0,0.06,327.0996,327.3125,22.503881,7.357413e-06,14.0
1131,803451.56,349632.44,625.0,0.06,326.4434,326.875,119.806076,7.023519e-06,1.0
1132,803476.56,349632.44,625.0,0.06,326.0124,326.3125,125.915276,2.0122612e-05,1.0
1133,803501.56,349632.44,625.0,0.06,326.04364,327.09375,221.64348,0.000115733055,1.0
1134,803526.56,349632.44,625.0,0.06,326.41214,326.84375,228.47122,1.0421648e-05,5.0
1135,803551.56,349632.44,625.0,0.06,326.72784,327.34375,189.30138,1.9400479e-05,2.0
1136,803576.56,349632.44,625.0,0.06,327.17047,328.0625,203.94768,8.725774e-06,1.0
1137,803601.56,349632.44,625.0,0.06,327.96188,328.875,196.94073,2.3354656e-05,1.0
1138,803626.56,349632.44,625.0,0.06,328.1933,329.15625,277.3068,3.9998604e-06,1.0
1139,803651.56,349632.44,625.0,0.06,328.1833,329.0625,9.841132,4.8412603e-05,1.0
1140,803676.56,349632.44,625.0,0.06,329.07718,330.28125,306.09924,3.8806543e-06,1.0
1141,803701.56,349632.44,625.0,0.06,330.7633,332.90625,338.6703,0.00015817351,1.0
1142,803726.56,349632.44,625.0,0.06,333.39786,333.9375,8.298144,5.1777868e-05,1.0
1143,803751.56,349632.44,625.0,0.06,333.8132,334.03125,303.6857,6.2275494e-06,1.0
1144,803776.56,349632.44,625.0,0.06,333.93848,334.1875,276.44363,3.234359e-06,1.0
1145,803801.56,349632.44,625.0,0.06,334.52094,335.1875,255.75258,3.695426e-05,1.0
1146,803826.56,349632.44,625.0,0.06,334.83725,335.09375,146.91515,5.776512e-06,1.0
1147,803851.56,349632.44,848.89954,0.06,335.07556,335.5625,218.50717,6.6535554e-06,2.0
1148,802001.56,349607.44,661.01074,0.06,335.96353,336.21875,277.01572,5.7415575e-05,1.0
1149,802026.56,349607.44,756.9377,0.06,335.86502,336.1875,133.91808,3.6908295e-05,2.0
1150,802051.56,349607.44,625.0,0.06,335.55536,335.90625,172.52405,2.0951133e-05,1.0
1151,802076.56,349607.44,625.0,0.06,335.3033,335.71875,299.1999,6.1189717e-06,1.0
1152,802101.56,349607.44,625.0,0.1,333.94418,335.03125,114.69948,4.652137e-06,1.0
1153,802126.56,349607.44,625.0,0.1,331.94064,333.09375,72.83382,5.966598e-06,1.0
1154,802151.56,349607.44,625.0,0.06,328.4278,330.8125,81.51777,5.5781635e-05,1.0
1155,802176.56,349607.44,625.0,0.06,324.10452,326.40625,72.6579,0.00014410687,1.0
1156,802201.56,349607.44,625.0,0.06,319.0419,323.4375,133.15976,0.0002568548,1.0
1157,802226.56,349607.44,625.0,0.06,317.41412,319.5,170.65852,0.0001842762,1.0
1158,802251.56,349607.44,625.0,0.06,316.36438,318.8125,153.0902,1.9147767e-05,1.0
1159,802276.56,349607.44,625.0,0.06,314.766,317.25,139.92886,4.5921865e-05,1.0
1160,802301.56,349607.44,625.0,0.06,312.97037,315.0,99.35855,7.3498966e-05,1.0
1161,802326.56,349607.44,625.0,0.06,308.93054,311.25,58.311695,2.3175331e-05,1.0
1162,802351.56,349607.44,625.0,0.06,305.66577,308.09375,50.41524,3.7589884e-06,1.0
1163,802376.56,349607.44,767.0847,0.06,303.109,304.90625,61.780796,2.8302065e-05,1.0
1164,802476.56,349607.44,721.15576,0.06,301.60745,302.21875,-1.0,1.825664e-29,1.0
1165,802501.56,349607.44,625.0,0.06,303.53674,304.59375,277.03494,2.1982933e-05,2.0
1166,802526.56,349607.44,625.0,0.06,305.39703,307.34375,265.37643,0.00014285694,1.0
1167,802551.56,349607.44,625.0,0.06,308.96524,312.0,263.38278,5.4984184e-07,1.0
1168,802576.56,349607.44,625.0,0.06,314.58936,317.0,256.64465,0.00029699516,5.0
1169,802601.56,349607.44,625.0,0.1,317.59738,319.375,39.52082,0.00023552298,3.0
1170,802626.56,349607.44,625.0,0.1,318.7741,319.0625,27.893238,6.119803e-07,1.0
1171,802651.56,349607.44,788.23944,0.06,317.30087,318.6875,36.1048,8.280596e-06,1.0
1172,802776.56,349607.44,682.23737,0.06,320.61322,321.28125,45.0,5.435158e-06,1.0
1173,802801.56,349607.44,625.0,0.06,320.78683,321.21875,39.60694,4.5116067e-06,3.0
1174,802826.56,349607.44,625.0,0.06,320.41885,320.8125,158.17067,2.178676e-06,1.0
1175,802851.56,349607.44,625.0,0.1,319.34293,320.375,140.96228,1.1943438e-05,1.0
1176,802876.56,349607.44,625.0,0.06,318.3661,319.5,125.56594,1.45018375e-05,7.0
1177,802901.56,349607.44,625.0,0.06,316.07327,317.78125,93.18422,8.415402e-06,1.0
1178,802926.56,349607.44,625.0,0.06,309.23358,312.5,87.12602,3.819649e-05,1.0
1179,802951.56,349607.44,625.0,0.06,306.95514,308.125,90.0,2.6654693e-29,1.0
1180,802976.56,349607.44,625.0,0.06,305.5585,306.5625,90.0,2.6654693e-29,1.0
1181,803001.56,349607.44,625.0,0.06,303.895,304.8125,29.254822,4.9898823e-14,1.0
1182,803026.56,349607.44,625.0,0.06,302.4979,303.25,354.5902,4.7723425e-13,7.0
1183,803051.56,349607.44,625.0,0.06,301.9425,302.28125,1.922948,2.732169e-12,6.0
1184,803076.56,349607.44,625.0,0.06,301.7376,302.0,334.64124,8.968352e-13,1.0
1185,803101.56,349607.44,625.0,0.06,301.6251,301.90625,12.222416,2.3963724e-14,1.0
1186,803126.56,349607.44,625.0,0.06,301.82455,302.09375,344.88223,3.9465016e-13,1.0
1187,803151.56,349607.44,625.0,0.06,301.95734,302.5,9.3546095,7.7764157e-13,1.0
1188,803176.56,349607.44,625.0,0.06,302.87332,303.375,357.73206,2.2844287e-14,1.0
1189,803201.56,349607.44,625.0,0.06,303.4231,304.28125,23.962488,3.8933107e-14,1.0
1190,803226.56,349607.44,625.0,0.06,305.2105,306.15625,270.0,2.6654693e-29,1.0
1191,803251.56,349607.44,625.0,0.06,307.2166,308.21875,272.56378,5.946789e-15,1.0
1192,803276.56,349607.44,625.0,0.06,308.6588,309.6875,245.7907,0.00013830133,1.0
1193,803301.56,349607.44,625.0,0.06,310.62997,313.125,255.87677,5.551237e-05,1.0
1194,803326.56,349607.44,625.0,0.06,316.37485,321.53125,280.33868,6.326854e-05,1.0
1195,803351.56,349607.44,625.0,0.06,324.56253,326.875,269.09903,8.7446235e-05,1.0
1196,803376.56,349607.44,625.0,0.1,327.40433,327.46875,179.81367,1.8618039e-07,1.0
1197,803401.56,349607.44,625.0,0.1,327.39386,327.46875,348.04245,3.1708902e-07,1.0
1198,803426.56,349607.44,625.0,0.06,326.89423,327.53125,59.810463,3.701435e-05,1.0
1199,803451.56,349607.44,625.0,0.06,325.94144,326.25,111.5076,5.7223217e-05,2.0
1200,803476.56,349607.44,625.0,0.06,325.73572,326.0,108.12778,3.175857e-06,1.0
1201,803501.56,349607.44,625.0,0.06,325.8145,326.03125,265.3242,2.9044817e-05,1.0
1202,803526.56,349607.44,625.0,0.06,326.18933,326.34375,271.20465,1.1285449e-05,1.0
1203,803551.56,349607.44,625.0,0.06,326.48816,326.6875,236.06119,6.7509777e-06,1.0
1204,803576.56,349607.44,625.0,0.06,326.90018,327.28125,257.26312,6.343183e-06,1.0
1205,803601.56,349607.44,625.0,0.06,327.52124,328.0625,254.60062,2.825247e-05,1.0
1206,803626.56,349607.44,625.0,0.06,328.6155,329.09375,259.22324,1.0195435e-05,5.0
1207,803651.56,349607.44,625.0,0.06,329.40768,330.1875,283.00708,1.077092e-05,1.0
1208,803676.56,349607.44,625.0,0.06,330.14975,330.9375,317.17905,2.13441e-05,1.0
1209,803701.56,349607.44,625.0,0.06,331.64883,332.4375,261.24826,0.00018945214,1.0
1210,803726.56,349607.44,625.0,0.06,333.11813,333.71875,204.09027,0.00016344208,2.0
1211,803751.56,349607.44,625.0,0.06,333.85336,333.9375,253.48564,7.544799e-06,1.0
1212,803776.56,349607.44,625.0,0.06,333.9666,334.25,225.85976,3.2649791e-06,1.0
1213,803801.56,349607.44,625.0,0.06,334.2183,334.65625,206.93405,1.2891109e-05,3.0
1214,803826.56,349607.44,867.3599,0.06,334.2911,334.625,263.69122,4.8673417e-05,3.0
1215,802051.56,349582.44,784.7882,0.06,334.85455,335.40625,145.83743,5.052172e-06,1.0
1216,802076.56,349582.44,625.0,0.06,334.6621,334.96875,176.86047,1.1678587e-05,1.0
1217,802101.56,349582.44,625.0,0.1,333.006,334.4375,104.412766,2.3014489e-05,1.0
1218,802126.56,349582.44,625.0,0.06,332.1223,333.09375,90.0,5.9591835e-06,9.0
1219,802151.56,349582.44,625.0,0.06,329.36066,331.375,95.640686,1.3274591e-05,1.0
1220,802176.56,349582.44,625.0,0.06,322.8606,326.78125,87.49494,7.82937e-05,1.0
1221,802201.56,349582.44,625.0,0.06,319.04514,320.375,96.83922,0.0006985128,1.0
1222,802226.56,349582.44,625.0,0.06,317.16675,317.90625,79.682915,6.271508e-05,1.0
1223,802251.56,349582.44,625.0,0.06,315.60733,316.78125,106.030624,6.7324036e-05,2.0
1224,802276.56,349582.44,625.0,0.06,313.8753,314.90625,104.86799,2.1008793e-05,2.0
1225,802301.56,349582.44,625.0,0.06,312.89432,313.25,130.21965,9.177872e-05,7.0
1226,802326.56,349582.44,625.0,0.1,310.14194,311.8125,101.12831,5.0347912e-06,1.0
1227,802351.56,349582.44,702.876,0.06,306.698,309.25,80.97128,3.1365573e-05,1.0
1228,802451.56,349582.44,687.9285,0.06,302.5719,303.0,333.05106,3.1295154e-13,2.0
1229,802476.56,349582.44,625.0,0.06,302.3509,302.5625,346.6148,3.7793367e-14,1.0
1230,802501.56,349582.44,625.0,0.06,303.8754,305.25,250.21803,2.5743282e-05,2.0
1231,802526.56,349582.44,625.0,0.06,305.98813,307.46875,254.79028,0.00016214985,2.0
1232,802551.56,349582.44,625.0,0.06,308.02167,312.09375,285.89493,0.00045466877,1.0
1233,802576.56,349582.44,625.0,0.06,315.13303,316.25,276.03775,0.00074235164,1.0
1234,802601.56,349582.44,625.0,0.06,318.47562,319.15625,96.020195,4.2346124e-07,9.0
1235,802626.56,349582.44,625.0,0.1,319.2938,319.375,335.6871,6.344323e-05,2.0
1236,802651.56,349582.44,783.79767,0.06,318.8864,319.4375,37.24996,7.2988882e-06,1.0
1237,802776.56,349582.44,673.32007,0.06,320.61887,321.09375,231.92278,8.697354e-06,1.0
1238,802801.56,349582.44,625.0,0.06,320.73148,321.0,105.17099,4.202721e-06,1.0
1239,802826.56,349582.44,625.0,0.06,319.9275,320.5625,98.61121,1.9016996e-05,1.0
1240,802851.56,349582.44,625.0,0.06,318.966,319.65625,96.593475,2.8667714e-06,2.0
1241,802876.56,349582.44,625.0,0.06,318.03052,318.59375,106.984,1.3050295e-05,1.0
1242,802901.56,349582.44,625.0,0.06,315.87155,317.5625,104.95116,1.3744977e-05,1.0
1243,802926.56,349582.44,625.0,0.06,309.74515,312.59375,100.6923,0.00014278149,1.0
1244,802951.56,349582.44,625.0,0.06,308.11935,309.375,224.97614,7.342042e-07,1.0
1245,802976.56,349582.44,625.0,0.06,306.74704,308.53125,31.075226,9.7786545e-14,5.0
1246,803001.56,349582.44,625.0,0.06,304.48212,307.09375,323.51877,1.0803187e-13,4.0
1247,803026.56,349582.44,625.0,0.06,302.68604,303.6875,340.60037,1.1338274e-12,4.0
1248,803051.56,349582.44,625.0,0.06,302.14954,302.46875,44.480087,3.187253e-13,1.0
1249,803076.56,349582.44,625.0,0.06,301.8204,302.15625,29.483854,5.703921e-14,1.0
1250,803101.56,349582.44,625.0,0.06,301.64642,301.96875,333.869,2.9177406e-13,1.0
1251,803126.56,349582.44,625.0,0.06,301.82812,302.0625,296.91656,5.287222e-14,1.0
1252,803151.56,349582.44,625.0,0.06,301.9609,302.59375,266.0679,2.1046833e-15,1.0
1253,803176.56,349582.44,625.0,0.06,303.21408,303.84375,237.81769,1.1133774e-12,1.0
1254,803201.56,349582.44,625.0,0.06,303.95367,304.9375,253.79927,1.1426037e-12,1.0
1255,803226.56,349582.44,625.0,0.06,305.901,306.75,23.962488,3.8933107e-14,1.0
1256,803251.56,349582.44,625.0,0.06,307.03946,307.9375,270.0,2.6654693e-29,1.0
1257,803276.56,349582.44,625.0,0.06,308.53464,309.53125,59.016785,8.174641e-06,1.0
1258,803301.56,349582.44,625.0,0.06,310.46384,313.375,290.6933,0.00016370862,1.0
1259,803326.56,349582.44,625.0,0.06,316.78537,322.59375,275.46432,6.4843676e-05,1.0
1260,803351.56,349582.44,625.0,0.06,325.1927,327.125,267.01508,5.3057152e-05,1.0
1261,803376.56,349582.44,625.0,0.1,327.3125,327.34375,180.17622,1.5404391e-06,1.0
1262,803401.56,349582.44,625.0,0.1,327.40625,327.46875,199.39647,2.4125845e-07,1.0
1263,803426.56,349582.44,625.0,0.06,326.33057,327.46875,112.35104,8.1840866e-05,2.0
1264,803451.56,349582.44,625.0,0.06,325.68008,326.625,149.8317,0.00017379338,1.0
1265,803476.56,349582.44,625.0,0.06,325.53583,325.6875,208.06679,2.7221044e-05,1.0
1266,803501.56,349582.44,625.0,0.06,325.8748,327.25,258.6557,4.7188183e-05,2.0
1267,803526.56,349582.44,625.0,0.06,326.66785,327.28125,336.96698,3.9661998e-05,4.0
1268,803551.56,349582.44,625.0,0.06,326.7222,327.15625,338.0159,1.1872638e-05,2.0
1269,803576.56,349582.44,625.0,0.06,327.07175,328.03125,286.17407,4.2093387e-05,1.0
1270,803601.56,349582.44,625.0,0.06,327.58054,327.84375,288.49927,1.7145321e-06,1.0
1271,803626.56,349582.44,625.0,0.06,328.13654,328.53125,228.07146,0.00013075673,1.0
1272,803651.56,349582.44,625.0,0.06,329.0074,329.90625,223.68602,2.4138692e-06,2.0
1273,803676.56,349582.44,625.0,0.06,330.16153,331.34375,225.4074,3.8519414e-05,1.0
1274,803701.56,349582.44,625.0,0.06,331.19104,332.875,237.2582,7.147475e-05,1.0
1275,803726.56,349582.44,625.0,0.06,332.69305,333.78125,256.18555,1.220453e-05,1.0
1276,803751.56,349582.44,625.0,0.06,333.87488,334.0625,157.0115,4.0793057e-06,5.0
1277,803776.56,349582.44,625.0,0.06,333.87958,334.0,223.73488,6.26306e-06,2.0
1278,803801.56,349582.44,932.0787,0.06,333.92825,334.09375,264.67844,1.6843785e-05,1.0
1279,801826.56,349557.44,1195.4874,0.06,338.92093,339.5625,92.18395,8.653215e-06,1.0
1280,801851.56,349557.44,799.4459,0.06,338.93463,339.28125,68.19859,7.12946e-06,4.0
1281,801876.56,349557.44,665.2131,0.06,338.16266,338.96875,113.22251,6.272064e-06,1.0
1282,802076.56,349557.44,643.8232,0.06,333.78714,334.21875,174.54608,8.551413e-06,1.0
1283,802101.56,349557.44,751.06775,0.06,332.47665,333.5625,116.97843,3.4004395e-06,1.0
1284,802126.56,349557.44,625.0,0.06,331.56454,332.28125,128.02933,2.805766e-07,1.0
1285,802151.56,349557.44,625.0,0.06,328.99112,330.96875,101.90181,3.0328516e-05,1.0
1286,802176.56,349557.44,625.0,0.06,322.74792,326.4375,97.50367,3.263824e-05,1.0
1287,802201.56,349557.44,625.0,0.1,319.53726,322.1875,41.28688,1.1054773e-06,1.0
1288,802226.56,349557.44,625.0,0.06,317.48712,319.40625,47.647747,2.2376604e-05,1.0
1289,802251.56,349557.44,625.0,0.06,315.6868,317.0,52.34334,1.1232754e-05,1.0
1290,802276.56,349557.44,625.0,0.06,313.68497,315.25,45.069767,4.174884e-05,2.0
1291,802301.56,349557.44,625.0,0.06,310.46384,313.03125,98.772736,2.5127229e-05,2.0
1292,802326.56,349557.44,625.0,0.1,309.3637,310.1875,127.0683,0.00025697454,2.0
1293,802351.56,349557.44,617.51025,0.1,308.13626,309.15625,99.337166,1.0994216e-05,1.0
1294,802376.56,349557.44,347.587,0.06,306.13593,307.0625,93.220215,6.47307e-05,1.0
1295,802401.56,349557.44,286.02716,0.06,303.77713,305.1875,44.825848,4.2689993e-05,1.0
1296,802426.56,349557.44,623.2349,0.06,303.41238,304.09375,344.6022,0.00024327252,4.0
1297,802451.56,349557.44,625.0,0.06,303.0175,303.9375,4.209639,0.00011726802,1.0
1298,802476.56,349557.44,625.0,0.06,303.20428,305.65625,332.08493,0.000106699976,1.0
1299,802501.56,349557.44,625.0,0.06,304.65402,306.8125,333.65668,2.67243e-05,2.0
1300,802526.56,349557.44,625.0,0.06,306.30795,307.40625,302.34198,9.816181e-06,1.0
1301,802551.56,349557.44,625.0,0.06,307.68573,309.375,237.5536,0.0015174241,1.0
1302,802576.56,349557.44,625.0,0.06,310.8005,317.3125,276.33276,0.00031079393,1.0
1303,802601.56,349557.44,625.0,0.06,318.52383,319.0625,280.24225,1.7842134e-05,1.0
1304,802626.56,349557.44,625.0,0.06,319.37222,319.78125,337.74228,0.00012825892,2.0
1305,802651.56,349557.44,625.0,0.06,319.89536,320.15625,49.052074,4.7260775e-05,4.0
1306,802676.56,349557.44,749.60474,0.06,319.562,319.625,54.83596,0.0004068179,1.0
1307,802801.56,349557.44,794.27765,0.06,320.4375,321.0625,101.02426,1.1274241e-05,1.0
1308,802826.56,349557.44,625.0,0.06,319.7129,320.375,92.37481,1.0689534e-05,1.0
1309,802851.56,349557.44,625.0,0.06,318.59708,319.1875,114.47372,2.6654087e-07,1.0
1310,802876.56,349557.44,625.0,0.06,317.9866,318.40625,53.42138,5.9141794e-06,1.0
1311,802901.56,349557.44,625.0,0.06,314.32333,317.6875,99.399376,0.00063857576,2.0
1312,802926.56,349557.44,625.0,0.06,310.782,311.75,95.40079,0.00029470198,1.0
1313,802951.56,349557.44,625.0,0.06,308.8578,309.96875,94.27687,7.298129e-05,1.0
1314,802976.56,349557.44,625.0,0.06,308.3053,308.96875,307.86594,9.532529e-13,1.0
1315,803001.56,349557.44,625.0,0.06,306.2499,308.25,334.73257,2.4148801e-12,1.0
1316,803026.56,349557.44,625.0,0.06,303.15417,305.0625,90.0,1.825664e-29,1.0
1317,803051.56,349557.44,625.0,0.06,302.1598,302.65625,90.0,1.825664e-29,1.0
1318,803076.56,349557.44,625.0,0.06,302.02274,302.1875,40.246468,4.9629558e-14,4.0
1319,803101.56,349557.44,625.0,0.06,301.65625,302.25,1.7196801,1.5057666e-14,1.0
1320,803126.56,349557.44,625.0,0.06,301.99283,302.71875,44.83583,1.8083678e-13,6.0
1321,803151.56,349557.44,625.0,0.06,302.4169,303.34375,351.6071,5.35211e-14,1.0
1322,803176.56,349557.44,625.0,0.06,303.5212,304.0,286.7155,4.916519e-15,2.0
1323,803201.56,349557.44,625.0,0.06,304.31766,306.4375,270.0,3.6513278e-31,1.0
1324,803226.56,349557.44,625.0,0.06,306.5216,307.0,249.49075,1.1208356e-12,1.0
1325,803251.56,349557.44,625.0,0.06,307.1089,307.96875,22.815987,5.141995e-14,1.0
1326,803276.56,349557.44,625.0,0.06,308.53006,309.625,301.279,0.0005827068,1.0
1327,803301.56,349557.44,625.0,0.06,310.95294,316.71875,289.43646,4.401687e-05,1.0
1328,803326.56,349557.44,625.0,0.06,319.0258,323.875,284.6187,2.2731705e-05,1.0
1329,803351.56,349557.44,625.0,0.06,325.70624,327.21875,284.09964,5.4580047e-05,1.0
1330,803376.56,349557.44,625.0,0.1,327.3132,327.375,352.15784,8.412566e-08,1.0
1331,803401.56,349557.44,625.0,0.1,327.3777,327.46875,212.51338,1.0778223e-06,1.0
1332,803426.56,349557.44,625.0,0.06,326.14667,327.40625,120.27285,8.2277504e-05,1.0
1333,803451.56,349557.44,625.0,0.06,325.26218,325.65625,138.5826,2.0424225e-06,1.0
1334,803476.56,349557.44,625.0,0.06,325.20383,325.34375,168.44609,1.4365077e-06,5.0
1335,803501.56,349557.44,625.0,0.06,325.37885,325.96875,258.7879,0.00037938866,1.0
1336,803526.56,349557.44,625.0,0.06,327.4338,328.9375,225.42906,0.00018004203,1.0
1337,803551.56,349557.44,625.0,0.06,327.25278,327.6875,141.31242,9.877e-05,1.0
1338,803576.56,349557.44,625.0,0.06,327.39273,328.0,162.69681,4.7571666e-05,1.0
1339,803601.56,349557.44,625.0,0.06,327.69125,328.0,276.20822,8.57007e-05,1.0
1340,803626.56,349557.44,625.0,0.06,328.206,329.4375,349.7113,0.00017621566,1.0
1341,803651.56,349557.44,625.0,0.06,329.2087,329.90625,305.49942,0.00021616126,1.0
1342,803676.56,349557.44,625.0,0.06,330.21896,330.78125,280.43512,2.5114296e-06,1.0
1343,803701.56,349557.44,625.0,0.06,331.0663,331.53125,268.6172,6.496193e-05,3.0
1344,803726.56,349557.44,625.0,0.06,331.9916,333.15625,275.2768,1.5561518e-05,1.0
1345,803751.56,349557.44,625.0,0.06,332.71777,333.6875,111.64926,1.3463102e-05,1.0
1346,803776.56,349557.44,996.7974,0.06,332.94812,333.5,114.2988,3.106944e-05,2.0
1347,801801.56,349532.44,1073.4216,0.1,338.5887,339.4375,287.38782,2.231784e-06,2.0
1348,801826.56,349532.44,625.0,0.1,339.3125,339.5,136.2098,2.012567e-05,1.0
1349,801851.56,349532.44,625.0,0.1,339.04617,339.53125,16.472563,2.8077524e-05,2.0
1350,801876.56,349532.44,625.0,0.06,338.45914,339.3125,28.245106,3.3007615e-05,1.0
1351,801901.56,349532.44,806.8606,0.06,338.1808,338.9375,18.119947,2.395471e-05,1.0
1352,802126.56,349532.44,776.2721,0.06,331.0457,331.75,114.84136,3.0042663e-06,1.0
1353,802151.56,349532.44,625.0,0.06,328.10477,330.21875,92.62021,5.2080788e-05,1.0
1354,802176.56,349532.44,625.0,0.1,324.62723,325.8125,79.195435,0.00040161147,3.0
1355,802201.56,349532.44,625.0,0.1,322.10138,324.96875,36.425632,7.232365e-05,1.0
1356,802226.56,349532.44,625.0,0.1,319.50952,322.4375,29.59615,3.4485815e-08,1.0
1357,802251.56,349532.44,625.0,0.1,316.76382,318.78125,48.984447,4.5158624e-05,1.0
